date,time,comp,season,team,opponent,venue,round,xg_for,gf_for,ga_for,sh_for,sot_for,dist_for,fk_for,pk_for,xg_against,gf_against,ga_against,sh_against,sot_against,dist_against,fk_against,pk_against
2025-12-14,15:00 (14:00),Ligue 1,2025-2026,Le Havre,Lyon,Away,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Le Havre,Angers,Home,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Le Havre,Rennes,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Le Havre,Monaco,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Le Havre,Lens,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Le Havre,Strasbourg,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Le Havre,Toulouse,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Le Havre,Nantes,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Le Havre,Paris S-G,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Le Havre,Brest,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Le Havre,Lyon,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Le Havre,Paris FC,Away,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Le Havre,Auxerre,Home,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Le Havre,Nice,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Le Havre,Angers,Away,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Le Havre,Metz,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Le Havre,Lille,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Le Havre,Marseille,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Le Havre,Lorient,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-17,17:15 (15:15),Ligue 1,2025-2026,Angers,Paris FC,Home,Matchweek 1,1.0,1.0,0.0,8.0,2.0,17.6,1.0,0.0,0.9,0.0,1.0,17.0,7.0,23.4,1.0,0.0
2025-08-22,20:45 (18:45),Ligue 1,2025-2026,Angers,Paris S-G,Away,Matchweek 2,0.2,0.0,1.0,3.0,0.0,15.7,0.0,0.0,1.8,1.0,0.0,20.0,4.0,21.7,3.0,0.0
2025-08-31,15:00 (13:00),Ligue 1,2025-2026,Angers,Rennes,Home,Matchweek 3,1.2,1.0,1.0,10.0,7.0,17.7,0.0,0.0,1.5,1.0,1.0,15.0,7.0,18.5,1.0,0.0
2025-09-14,17:15 (15:15),Ligue 1,2025-2026,Angers,Metz,Away,Matchweek 4,2.4,1.0,1.0,9.0,3.0,18.4,0.0,1.0,1.7,1.0,1.0,8.0,4.0,18.2,0.0,0.0
2025-09-19,20:45 (18:45),Ligue 1,2025-2026,Angers,Lyon,Away,Matchweek 5,1.0,0.0,1.0,10.0,2.0,11.3,0.0,0.0,1.8,1.0,0.0,16.0,5.0,15.7,0.0,0.0
2025-09-28,17:15 (15:15),Ligue 1,2025-2026,Angers,Brest,Home,Matchweek 6,0.5,0.0,2.0,11.0,2.0,15.9,0.0,0.0,1.5,2.0,0.0,6.0,2.0,19.9,0.0,1.0
2025-10-05,17:15 (15:15),Ligue 1,2025-2026,Angers,Strasbourg,Away,Matchweek 7,0.3,0.0,5.0,5.0,1.0,12.0,0.0,0.0,4.6,5.0,0.0,18.0,12.0,15.2,1.0,0.0
2025-10-18,19:00 (17:00),Ligue 1,2025-2026,Angers,Monaco,Home,Matchweek 8,1.8,1.0,1.0,16.0,3.0,16.2,0.0,0.0,1.9,1.0,1.0,11.0,4.0,15.9,0.0,0.0
2025-10-26,17:15 (16:15),Ligue 1,2025-2026,Angers,Lorient,Home,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,21:05 (20:05),Ligue 1,2025-2026,Angers,Marseille,Away,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-02,17:15 (16:15),Ligue 1,2025-2026,Angers,Lille,Away,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-09,17:15 (16:15),Ligue 1,2025-2026,Angers,Auxerre,Home,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,17:15 (16:15),Ligue 1,2025-2026,Angers,Toulouse,Away,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-30,17:15 (16:15),Ligue 1,2025-2026,Angers,Lens,Home,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-07,15:00 (14:00),Ligue 1,2025-2026,Angers,Nice,Away,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-12,20:45 (19:45),Ligue 1,2025-2026,Angers,Nantes,Home,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Angers,Le Havre,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Angers,Marseille,Home,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Angers,Paris FC,Away,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Angers,Metz,Home,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Angers,Toulouse,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Angers,Lorient,Away,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Angers,Lille,Home,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Angers,Monaco,Away,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Angers,Nantes,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Angers,Nice,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Angers,Lens,Away,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Angers,Lyon,Home,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Angers,Rennes,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Angers,Le Havre,Home,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Angers,Paris S-G,Home,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Angers,Auxerre,Away,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Angers,Strasbourg,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Angers,Brest,Away,Matchweek 34,,,,,,,,,,,,,,,,
2025-08-17,17:15 (15:15),Ligue 1,2025-2026,Metz,Strasbourg,Home,Matchweek 1,0.3,0.0,1.0,2.0,0.0,13.6,0.0,0.0,0.6,1.0,0.0,9.0,3.0,20.1,2.0,0.0
2025-08-23,21:05 (19:05),Ligue 1,2025-2026,Metz,Lyon,Away,Matchweek 2,0.6,0.0,3.0,11.0,2.0,18.6,0.0,0.0,2.8,3.0,0.0,13.0,8.0,15.9,0.0,0.0
2025-08-31,17:15 (15:15),Ligue 1,2025-2026,Metz,Paris FC,Away,Matchweek 3,1.8,2.0,3.0,14.0,2.0,16.9,0.0,0.0,3.2,3.0,2.0,23.0,8.0,16.7,0.0,1.0
2025-09-14,17:15 (15:15),Ligue 1,2025-2026,Metz,Angers,Home,Matchweek 4,1.7,1.0,1.0,8.0,4.0,18.2,0.0,0.0,2.4,1.0,1.0,9.0,3.0,18.4,0.0,1.0
2025-09-21,17:15 (15:15),Ligue 1,2025-2026,Metz,Monaco,Away,Matchweek 5,2.2,2.0,5.0,7.0,2.0,16.6,0.0,1.0,3.5,5.0,2.0,16.0,6.0,14.1,1.0,0.0
2025-09-28,17:15 (15:15),Ligue 1,2025-2026,Metz,Le Havre,Home,Matchweek 6,0.5,0.0,0.0,7.0,0.0,13.6,0.0,0.0,0.3,0.0,0.0,10.0,2.0,26.0,2.0,0.0
2025-10-04,17:00 (15:00),Ligue 1,2025-2026,Metz,Marseille,Home,Matchweek 7,0.1,0.0,3.0,4.0,1.0,21.2,0.0,0.0,2.7,3.0,0.0,21.0,9.0,18.7,1.0,0.0
2025-10-19,17:15 (15:15),Ligue 1,2025-2026,Metz,Toulouse,Away,Matchweek 8,0.1,0.0,4.0,2.0,2.0,22.1,0.0,0.0,2.5,4.0,0.0,15.0,6.0,15.4,0.0,1.0
2025-10-26,15:00 (14:00),Ligue 1,2025-2026,Metz,Lille,Away,Matchweek 9,,,,,,,,,,,,,,,,
2025-10-29,19:00 (18:00),Ligue 1,2025-2026,Metz,Lens,Home,Matchweek 10,,,,,,,,,,,,,,,,
2025-11-02,17:15 (16:15),Ligue 1,2025-2026,Metz,Nantes,Away,Matchweek 11,,,,,,,,,,,,,,,,
2025-11-09,17:15 (16:15),Ligue 1,2025-2026,Metz,Nice,Home,Matchweek 12,,,,,,,,,,,,,,,,
2025-11-23,17:15 (16:15),Ligue 1,2025-2026,Metz,Brest,Away,Matchweek 13,,,,,,,,,,,,,,,,
2025-11-28,20:45 (19:45),Ligue 1,2025-2026,Metz,Rennes,Home,Matchweek 14,,,,,,,,,,,,,,,,
2025-12-07,17:15 (16:15),Ligue 1,2025-2026,Metz,Auxerre,Away,Matchweek 15,,,,,,,,,,,,,,,,
2025-12-13,19:00 (18:00),Ligue 1,2025-2026,Metz,Paris S-G,Home,Matchweek 16,,,,,,,,,,,,,,,,
2026-01-04,,Ligue 1,2025-2026,Metz,Lorient,Away,Matchweek 17,,,,,,,,,,,,,,,,
2026-01-18,,Ligue 1,2025-2026,Metz,Strasbourg,Away,Matchweek 18,,,,,,,,,,,,,,,,
2026-01-25,,Ligue 1,2025-2026,Metz,Lyon,Home,Matchweek 19,,,,,,,,,,,,,,,,
2026-02-01,,Ligue 1,2025-2026,Metz,Angers,Away,Matchweek 20,,,,,,,,,,,,,,,,
2026-02-08,,Ligue 1,2025-2026,Metz,Lille,Home,Matchweek 21,,,,,,,,,,,,,,,,
2026-02-15,,Ligue 1,2025-2026,Metz,Auxerre,Home,Matchweek 22,,,,,,,,,,,,,,,,
2026-02-22,,Ligue 1,2025-2026,Metz,Paris S-G,Away,Matchweek 23,,,,,,,,,,,,,,,,
2026-03-01,,Ligue 1,2025-2026,Metz,Brest,Home,Matchweek 24,,,,,,,,,,,,,,,,
2026-03-08,,Ligue 1,2025-2026,Metz,Lens,Away,Matchweek 25,,,,,,,,,,,,,,,,
2026-03-15,,Ligue 1,2025-2026,Metz,Toulouse,Home,Matchweek 26,,,,,,,,,,,,,,,,
2026-03-22,,Ligue 1,2025-2026,Metz,Rennes,Away,Matchweek 27,,,,,,,,,,,,,,,,
2026-04-05,,Ligue 1,2025-2026,Metz,Nantes,Home,Matchweek 28,,,,,,,,,,,,,,,,
2026-04-12,,Ligue 1,2025-2026,Metz,Marseille,Away,Matchweek 29,,,,,,,,,,,,,,,,
2026-04-19,,Ligue 1,2025-2026,Metz,Paris FC,Home,Matchweek 30,,,,,,,,,,,,,,,,
2026-04-26,,Ligue 1,2025-2026,Metz,Le Havre,Away,Matchweek 31,,,,,,,,,,,,,,,,
2026-05-03,,Ligue 1,2025-2026,Metz,Monaco,Home,Matchweek 32,,,,,,,,,,,,,,,,
2026-05-09,,Ligue 1,2025-2026,Metz,Lorient,Home,Matchweek 33,,,,,,,,,,,,,,,,
2026-05-16,,Ligue 1,2025-2026,Metz,Nice,Away,Matchweek 34,,,,,,,,,,,,,,,,
